title,url,rating,agerating,oldreleaseyear,releaseyear
Hotel Transylvania: Transformania,https://www.imdb.com/title/tt9848626/?ref_=adv_li_tt,6,PG,-2022,2022
Brightburn,https://www.imdb.com/title/tt7752126/?ref_=adv_li_tt,6.1,R,-2019,2019
Ad Astra,https://www.imdb.com/title/tt2935510/?ref_=adv_li_tt,6.5,PG-13,-2019,2019
Red Rocket,https://www.imdb.com/title/tt13453006/?ref_=adv_li_tt,7.2,R,-2021,2021
Pig,https://www.imdb.com/title/tt11003218/?ref_=adv_li_tt,6.9,R,2021,2021
Lamb,https://www.imdb.com/title/tt9812474/?ref_=adv_li_tt,6.3,R,-2021,2021
The Harder They Fall,https://www.imdb.com/title/tt10696784/?ref_=adv_li_tt,6.6,R,-2021,2021
Laal Singh Chaddha,https://www.imdb.com/title/tt10028196/?ref_=adv_li_tt,5.5,PG-13,-2022,2022
Portrait of a Lady on Fire,https://www.imdb.com/title/tt8613070/?ref_=adv_li_tt,8.1,R,-2019,2019
The Silent Twins,https://www.imdb.com/title/tt11052678/?ref_=adv_li_tt,5.9,R,-2022,2022
The Guilty,https://www.imdb.com/title/tt9421570/?ref_=adv_li_tt,6.3,R,-2021,2021
I'm Thinking of Ending Things,https://www.imdb.com/title/tt7939766/?ref_=adv_li_tt,6.6,R,-2020,2020
Hubie Halloween,https://www.imdb.com/title/tt10682266/?ref_=adv_li_tt,5.2,PG-13,-2020,2020
The Hunt,https://www.imdb.com/title/tt8244784/?ref_=adv_li_tt,6.5,R,2020,2020
The Many Saints of Newark,https://www.imdb.com/title/tt8110232/?ref_=adv_li_tt,6.3,R,-2021,2021
The Night House,https://www.imdb.com/title/tt9731534/?ref_=adv_li_tt,6.5,R,-2020,2020
Yesterday,https://www.imdb.com/title/tt8079248/?ref_=adv_li_tt,6.8,PG-13,2019,2019
Jungle Cruise,https://www.imdb.com/title/tt0870154/?ref_=adv_li_tt,6.6,PG-13,-2021,2021
X-Men: Dark Phoenix,https://www.imdb.com/title/tt6565702/?ref_=adv_li_tt,5.7,PG-13,-2019,2019
The Invisible Man,https://www.imdb.com/title/tt1051906/?ref_=adv_li_tt,7.1,R,2020,2020
Infinite,https://www.imdb.com/title/tt6654210/?ref_=adv_li_tt,5.4,PG-13,-2021,2021
Resident Evil: Welcome to Raccoon City,https://www.imdb.com/title/tt6920084/?ref_=adv_li_tt,5.2,R,-2021,2021
Birds of Prey,https://www.imdb.com/title/tt7713068/?ref_=adv_li_tt,6,R,-2020,2020
Army of the Dead,https://www.imdb.com/title/tt0993840/?ref_=adv_li_tt,5.7,R,-2021,2021
Fighting with My Family,https://www.imdb.com/title/tt6513120/?ref_=adv_li_tt,7.1,PG-13,-2019,2019
Anna,https://www.imdb.com/title/tt7456310/?ref_=adv_li_tt,6.6,R,2019,2019
The Addams Family,https://www.imdb.com/title/tt1620981/?ref_=adv_li_tt,5.8,PG,-2019,2019
Mortal Kombat,https://www.imdb.com/title/tt0293429/?ref_=adv_li_tt,6.1,R,-2021,2021
American Murderer,https://www.imdb.com/title/tt13603778/?ref_=adv_li_tt,4.9,R,-2022,2022
Soul,https://www.imdb.com/title/tt2948372/?ref_=adv_li_tt,8,PG,-2020,2020
Last Christmas,https://www.imdb.com/title/tt8623904/?ref_=adv_li_tt,6.5,PG-13,-2019,2019
Marry Me,https://www.imdb.com/title/tt10223460/?ref_=adv_li_tt,6.1,PG-13,-2022,2022
The Witches,https://www.imdb.com/title/tt0805647/?ref_=adv_li_tt,5.3,PG,-2020,2020
The Lost Daughter,https://www.imdb.com/title/tt9100054/?ref_=adv_li_tt,6.7,R,-2021,2021
Godzilla: King of the Monsters,https://www.imdb.com/title/tt3741700/?ref_=adv_li_tt,6,PG-13,-2019,2019
Father of the Bride,https://www.imdb.com/title/tt13249596/?ref_=adv_li_tt,5.9,PG-13,-2022,2022
Out of the Blue,https://www.imdb.com/title/tt15333788/?ref_=adv_li_tt,4,R,2022,2022
Marriage Story,https://www.imdb.com/title/tt7653254/?ref_=adv_li_tt,7.9,R,-2019,2019
Midway,https://www.imdb.com/title/tt6924650/?ref_=adv_li_tt,6.7,PG-13,-2019,2019
Sonic the Hedgehog,https://www.imdb.com/title/tt3794354/?ref_=adv_li_tt,6.5,PG,-2020,2020
The Princess,https://www.imdb.com/title/tt13406136/?ref_=adv_li_tt,5.6,R,2022,2022
The Old Guard,https://www.imdb.com/title/tt7556122/?ref_=adv_li_tt,6.6,R,-2020,2020
After We Fell,https://www.imdb.com/title/tt13069986/?ref_=adv_li_tt,4.7,R,-2021,2021
Hillbilly Elegy,https://www.imdb.com/title/tt6772802/?ref_=adv_li_tt,6.7,R,-2020,2020
Glass,https://www.imdb.com/title/tt6823368/?ref_=adv_li_tt,6.6,PG-13,-2019,2019
Palm Springs,https://www.imdb.com/title/tt9484998/?ref_=adv_li_tt,7.4,R,-2020,2020
Them That Follow,https://www.imdb.com/title/tt7313348/?ref_=adv_li_tt,5.4,R,-2019,2019
Terminator: Dark Fate,https://www.imdb.com/title/tt6450804/?ref_=adv_li_tt,6.2,R,-2019,2019
Long Shot,https://www.imdb.com/title/tt2139881/?ref_=adv_li_tt,6.8,R,-2019,2019
Jerry and Marge Go Large,https://www.imdb.com/title/tt8323668/?ref_=adv_li_tt,6.9,PG-13,-2022,2022
The Good Liar,https://www.imdb.com/title/tt5563334/?ref_=adv_li_tt,6.7,R,-2019,2019
Five Feet Apart,https://www.imdb.com/title/tt6472976/?ref_=adv_li_tt,7.2,PG-13,-2019,2019
The Eyes of Tammy Faye,https://www.imdb.com/title/tt9115530/?ref_=adv_li_tt,6.6,PG-13,-2021,2021
Secret Headquarters,https://www.imdb.com/title/tt14001894/?ref_=adv_li_tt,5.1,PG,-2022,2022
Sniper. The White Raven,https://www.imdb.com/title/tt19465630/?ref_=adv_li_tt,6.2,R,-2022,2022
Raya and the Last Dragon,https://www.imdb.com/title/tt5109280/?ref_=adv_li_tt,7.3,PG,-2021,2021
Jexi,https://www.imdb.com/title/tt9354944/?ref_=adv_li_tt,6,R,-2019,2019
All the Old Knives,https://www.imdb.com/title/tt3706352/?ref_=adv_li_tt,6.1,R,-2022,2022
Titane,https://www.imdb.com/title/tt10944760/?ref_=adv_li_tt,6.6,R,-2021,2021
Zombieland: Double Tap,https://www.imdb.com/title/tt1560220/?ref_=adv_li_tt,6.7,R,-2019,2019
Marcel the Shell with Shoes On,https://www.imdb.com/title/tt15339456/?ref_=adv_li_tt,7.9,PG,-2021,2021
Cha Cha Real Smooth,https://www.imdb.com/title/tt14376344/?ref_=adv_li_tt,7.3,R,-2022,2022
The Conjuring: The Devil Made Me Do It,https://www.imdb.com/title/tt7069210/?ref_=adv_li_tt,6.3,R,-2021,2021
Antlers,https://www.imdb.com/title/tt7740510/?ref_=adv_li_tt,5.9,R,-2021,2021
Hex,https://www.imdb.com/title/tt6969338/?ref_=adv_li_tt,3.1,R,2022,2022
Escape Room,https://www.imdb.com/title/tt5886046/?ref_=adv_li_tt,6.4,PG-13,2019,2019
Something in the Dirt,https://www.imdb.com/title/tt14895716/?ref_=adv_li_tt,6.4,R,-2022,2022
After Yang,https://www.imdb.com/title/tt8633464/?ref_=adv_li_tt,6.6,PG,-2021,2021
The Courier,https://www.imdb.com/title/tt8368512/?ref_=adv_li_tt,7.1,PG-13,-2020,2020
Candyman,https://www.imdb.com/title/tt9347730/?ref_=adv_li_tt,5.9,R,-2021,2021
The Empty Man,https://www.imdb.com/title/tt5867314/?ref_=adv_li_tt,6.2,R,-2020,2020
The Forever Purge,https://www.imdb.com/title/tt10327252/?ref_=adv_li_tt,5.4,R,-2021,2021
Official Competition,https://www.imdb.com/title/tt11700260/?ref_=adv_li_tt,7.1,R,-2021,2021
Extraction,https://www.imdb.com/title/tt8936646/?ref_=adv_li_tt,6.7,R,-2020,2020
Mulan,https://www.imdb.com/title/tt4566758/?ref_=adv_li_tt,5.7,PG-13,-2020,2020
Greyhound,https://www.imdb.com/title/tt6048922/?ref_=adv_li_tt,7,PG-13,-2020,2020
Nomadland,https://www.imdb.com/title/tt9770150/?ref_=adv_li_tt,7.3,R,-2020,2020
Not Okay,https://www.imdb.com/title/tt14814040/?ref_=adv_li_tt,6,R,-2022,2022
Sound of Metal,https://www.imdb.com/title/tt5363618/?ref_=adv_li_tt,7.7,R,-2019,2019
2 Hearts,https://www.imdb.com/title/tt5616176/?ref_=adv_li_tt,6.3,PG-13,-2020,2020
"tick, tick... BOOM!",https://www.imdb.com/title/tt8721424/?ref_=adv_li_tt,7.5,PG-13,-2021,2021
Klaus,https://www.imdb.com/title/tt4729430/?ref_=adv_li_tt,8.1,PG,-2019,2019
Saint Maud,https://www.imdb.com/title/tt7557108/?ref_=adv_li_tt,6.7,R,-2019,2019
The Peanut Butter Falcon,https://www.imdb.com/title/tt4364194/?ref_=adv_li_tt,7.6,PG-13,-2019,2019
Gold,https://www.imdb.com/title/tt6020800/?ref_=adv_li_tt,5.4,R,2022,2022
Good Mourning,https://www.imdb.com/title/tt15331186/?ref_=adv_li_tt,3.2,R,2022,2022
A Boy Called Christmas,https://www.imdb.com/title/tt10187208/?ref_=adv_li_tt,6.7,PG,-2021,2021
Bad Boys for Life,https://www.imdb.com/title/tt1502397/?ref_=adv_li_tt,6.5,R,-2020,2020
Luca,https://www.imdb.com/title/tt12801262/?ref_=adv_li_tt,7.4,PG,-2021,2021
Toy Story 4,https://www.imdb.com/title/tt1979376/?ref_=adv_li_tt,7.7,G,-2019,2019
No Sudden Move,https://www.imdb.com/title/tt11525644/?ref_=adv_li_tt,6.4,R,-2021,2021
The Tragedy of Macbeth,https://www.imdb.com/title/tt10095582/?ref_=adv_li_tt,7.1,R,-2021,2021
Happiest Season,https://www.imdb.com/title/tt8522006/?ref_=adv_li_tt,6.6,PG-13,-2020,2020
End of the Road,https://www.imdb.com/title/tt13655328/?ref_=adv_li_tt,4.7,R,2022,2022
Finch,https://www.imdb.com/title/tt3420504/?ref_=adv_li_tt,6.9,PG-13,-2021,2021
Wrong Turn,https://www.imdb.com/title/tt9110170/?ref_=adv_li_tt,5.5,R,-2021,2021
Shattered,https://www.imdb.com/title/tt14923008/?ref_=adv_li_tt,5,R,2022,2022
Cinderella,https://www.imdb.com/title/tt10155932/?ref_=adv_li_tt,4.3,PG,2021,2021
Angel Has Fallen,https://www.imdb.com/title/tt6189022/?ref_=adv_li_tt,6.4,R,-2019,2019
The Infernal Machine,https://www.imdb.com/title/tt15275256/?ref_=adv_li_tt,5.2,R,-2022,2022
Rocketman,https://www.imdb.com/title/tt2066051/?ref_=adv_li_tt,7.3,R,2019,2019
Rambo: Last Blood,https://www.imdb.com/title/tt1206885/?ref_=adv_li_tt,6.1,R,-2019,2019
Hitman's Wife's Bodyguard,https://www.imdb.com/title/tt8385148/?ref_=adv_li_tt,6.1,R,-2021,2021
Vivarium,https://www.imdb.com/title/tt8368406/?ref_=adv_li_tt,5.8,R,-2019,2019
Hellboy,https://www.imdb.com/title/tt2274648/?ref_=adv_li_tt,5.2,R,-2019,2019
Frozen II,https://www.imdb.com/title/tt4520988/?ref_=adv_li_tt,6.8,PG,-2019,2019
Senior Year,https://www.imdb.com/title/tt5315212/?ref_=adv_li_tt,5.5,R,-2022,2022
Judas and the Black Messiah,https://www.imdb.com/title/tt9784798/?ref_=adv_li_tt,7.4,R,-2021,2021
Cats,https://www.imdb.com/title/tt5697572/?ref_=adv_li_tt,2.8,PG,-2019,2019
Fatale,https://www.imdb.com/title/tt8829830/?ref_=adv_li_tt,5.4,R,2020,2020
Love and Monsters,https://www.imdb.com/title/tt2222042/?ref_=adv_li_tt,6.9,PG-13,2020,2020
Pieces of a Woman,https://www.imdb.com/title/tt11161474/?ref_=adv_li_tt,7,R,-2020,2020
"Extremely Wicked, Shockingly Evil and Vile",https://www.imdb.com/title/tt2481498/?ref_=adv_li_tt,6.7,R,-2019,2019
Ava,https://www.imdb.com/title/tt8784956/?ref_=adv_li_tt,5.4,R,2020,2020
The Art of Love,https://www.imdb.com/title/tt11418284/?ref_=adv_li_tt,5.9,R,-2022,2022
Wifelike,https://www.imdb.com/title/tt15978956/?ref_=adv_li_tt,4.9,R,-2022,2022
The Hating Game,https://www.imdb.com/title/tt8718158/?ref_=adv_li_tt,6.2,R,-2021,2021
The Rental,https://www.imdb.com/title/tt10003008/?ref_=adv_li_tt,5.7,R,-2020,2020
Chip 'n Dale: Rescue Rangers,https://www.imdb.com/title/tt3513500/?ref_=adv_li_tt,7,PG,-2022,2022
Breaking,https://www.imdb.com/title/tt12311620/?ref_=adv_li_tt,6.2,PG-13,-2022,2022
Bill & Ted Face the Music,https://www.imdb.com/title/tt1086064/?ref_=adv_li_tt,5.9,PG-13,-2020,2020
Dear Evan Hansen,https://www.imdb.com/title/tt9357050/?ref_=adv_li_tt,6.1,PG-13,-2021,2021
Paws of Fury: The Legend of Hank,https://www.imdb.com/title/tt4428398/?ref_=adv_li_tt,5.7,PG,-2022,2022
In the Heights,https://www.imdb.com/title/tt1321510/?ref_=adv_li_tt,7.3,PG-13,-2021,2021
Scary Stories to Tell in the Dark,https://www.imdb.com/title/tt3387520/?ref_=adv_li_tt,6.2,PG-13,-2019,2019
The Forgiven,https://www.imdb.com/title/tt3696180/?ref_=adv_li_tt,6,R,2021,2021
Fear Street: Part One - 1994,https://www.imdb.com/title/tt6566576/?ref_=adv_li_tt,6.2,R,-2021,2021
Firestarter,https://www.imdb.com/title/tt1798632/?ref_=adv_li_tt,4.6,R,-2022,2022
Abandoned,https://www.imdb.com/title/tt2980152/?ref_=adv_li_tt,3.7,PG-13,2022,2022
Reminiscence,https://www.imdb.com/title/tt3272066/?ref_=adv_li_tt,5.9,PG-13,-2021,2021
The People We Hate at the Wedding,https://www.imdb.com/title/tt9071456/?ref_=adv_li_tt,5.5,R,-2022,2022
The Good House,https://www.imdb.com/title/tt3104956/?ref_=adv_li_tt,6.5,R,-2021,2021
The Outpost,https://www.imdb.com/title/tt3833480/?ref_=adv_li_tt,6.8,R,-2019,2019
The Trial of the Chicago 7,https://www.imdb.com/title/tt1070874/?ref_=adv_li_tt,7.7,R,-2020,2020
The Dry,https://www.imdb.com/title/tt5144174/?ref_=adv_li_tt,6.8,R,-2020,2020
Spell,https://www.imdb.com/title/tt10736580/?ref_=adv_li_tt,5.5,R,-2020,2020
Those Who Wish Me Dead,https://www.imdb.com/title/tt3215824/?ref_=adv_li_tt,6,R,-2021,2021
Dark Waters,https://www.imdb.com/title/tt9071322/?ref_=adv_li_tt,7.6,PG-13,-2019,2019
Dead for a Dollar,https://www.imdb.com/title/tt14895206/?ref_=adv_li_tt,5.2,R,-2022,2022
Wild Mountain Thyme,https://www.imdb.com/title/tt6842770/?ref_=adv_li_tt,5.7,PG-13,-2020,2020
The Card Counter,https://www.imdb.com/title/tt11196036/?ref_=adv_li_tt,6.2,R,-2021,2021
Dangerous,https://www.imdb.com/title/tt3876910/?ref_=adv_li_tt,5.1,R,2021,2021
The Mitchells vs the Machines,https://www.imdb.com/title/tt7979580/?ref_=adv_li_tt,7.6,PG,-2021,2021
Guns Akimbo,https://www.imdb.com/title/tt6902676/?ref_=adv_li_tt,6.3,R,-2019,2019
Voyagers,https://www.imdb.com/title/tt9664108/?ref_=adv_li_tt,5.4,PG-13,-2021,2021
You Won't Be Alone,https://www.imdb.com/title/tt8296030/?ref_=adv_li_tt,6.3,R,-2022,2022
Synchronic,https://www.imdb.com/title/tt9016974/?ref_=adv_li_tt,6.2,R,-2019,2019
The Tender Bar,https://www.imdb.com/title/tt3108894/?ref_=adv_li_tt,6.7,R,-2021,2021
Mothering Sunday,https://www.imdb.com/title/tt12229370/?ref_=adv_li_tt,6,R,2021,2021
13 Minutes,https://www.imdb.com/title/tt9274670/?ref_=adv_li_tt,4.6,PG-13,-2021,2021
Let Him Go,https://www.imdb.com/title/tt9340860/?ref_=adv_li_tt,6.7,R,-2020,2020
Fire Island,https://www.imdb.com/title/tt15218000/?ref_=adv_li_tt,6.7,R,2022,2022
Studio 666,https://www.imdb.com/title/tt15374070/?ref_=adv_li_tt,5.7,R,-2022,2022
The Marksman,https://www.imdb.com/title/tt6902332/?ref_=adv_li_tt,5.6,PG-13,-2021,2021
Murder Mystery,https://www.imdb.com/title/tt1618434/?ref_=adv_li_tt,6,PG-13,-2019,2019
Gigi & Nate,https://www.imdb.com/title/tt10341196/?ref_=adv_li_tt,6.7,PG-13,-2022,2022
I Want You Back,https://www.imdb.com/title/tt6462958/?ref_=adv_li_tt,6.6,R,-2022,2022
Eurovision Song Contest: The Story of Fire Saga,https://www.imdb.com/title/tt8580274/?ref_=adv_li_tt,6.5,PG-13,-2020,2020
No Exit,https://www.imdb.com/title/tt7550014/?ref_=adv_li_tt,6.1,R,2022,2022
A Jazzman's Blues,https://www.imdb.com/title/tt14307536/?ref_=adv_li_tt,6.7,R,-2022,2022
The Survivor,https://www.imdb.com/title/tt9242528/?ref_=adv_li_tt,6.7,R,-2021,2021
Buddy Games,https://www.imdb.com/title/tt7070818/?ref_=adv_li_tt,4.8,R,-2019,2019
C'mon C'mon,https://www.imdb.com/title/tt10986222/?ref_=adv_li_tt,7.4,R,-2021,2021
Fear Street: Part Two - 1978,https://www.imdb.com/title/tt9701940/?ref_=adv_li_tt,6.7,R,-2021,2021
Parallel Mothers,https://www.imdb.com/title/tt12618926/?ref_=adv_li_tt,7.1,R,-2021,2021
Freaky,https://www.imdb.com/title/tt10919380/?ref_=adv_li_tt,6.3,R,-2020,2020
Marlowe,https://www.imdb.com/title/tt6722802/?ref_=adv_li_tt,5.9,R,-2022,2022
The King of Staten Island,https://www.imdb.com/title/tt9686708/?ref_=adv_li_tt,7.1,R,-2020,2020
Charlie's Angels,https://www.imdb.com/title/tt5033998/?ref_=adv_li_tt,4.9,PG-13,-2019,2019
Triple Frontier,https://www.imdb.com/title/tt1488606/?ref_=adv_li_tt,6.4,R,-2019,2019
The Protégé,https://www.imdb.com/title/tt6079772/?ref_=adv_li_tt,6.1,R,-2021,2021
Monday,https://www.imdb.com/title/tt8884906/?ref_=adv_li_tt,5.8,R,-2020,2020
Dragon Ball Super: Super Hero,https://www.imdb.com/title/tt14614892/?ref_=adv_li_tt,7.2,PG-13,-2022,2022
Munich: The Edge of War,https://www.imdb.com/title/tt7475578/?ref_=adv_li_tt,6.8,PG-13,-2021,2021
Gunpowder Milkshake,https://www.imdb.com/title/tt8368408/?ref_=adv_li_tt,6,R,-2021,2021
Fisherman's Friends,https://www.imdb.com/title/tt1648186/?ref_=adv_li_tt,7,PG-13,-2019,2019
The Electrical Life of Louis Wain,https://www.imdb.com/title/tt10687506/?ref_=adv_li_tt,6.8,PG-13,-2021,2021
Cry Macho,https://www.imdb.com/title/tt1924245/?ref_=adv_li_tt,5.7,PG-13,-2021,2021
Belle,https://www.imdb.com/title/tt13651628/?ref_=adv_li_tt,7.1,PG,-2021,2021
Cherry,https://www.imdb.com/title/tt9130508/?ref_=adv_li_tt,6.6,R,2021,2021
21 Bridges,https://www.imdb.com/title/tt8688634/?ref_=adv_li_tt,6.6,R,-2019,2019
Dig,https://www.imdb.com/title/tt14830582/?ref_=adv_li_tt,4.1,R,2022,2022
The Art of Racing in the Rain,https://www.imdb.com/title/tt1478839/?ref_=adv_li_tt,7.5,PG,-2019,2019
Stillwater,https://www.imdb.com/title/tt10696896/?ref_=adv_li_tt,6.6,R,-2021,2021
Tad the Lost Explorer and the Emerald Tablet,https://www.imdb.com/title/tt14941698/?ref_=adv_li_tt,6,PG,-2022,2022
Men in Black: International,https://www.imdb.com/title/tt2283336/?ref_=adv_li_tt,5.6,PG-13,-2019,2019
No One Gets Out Alive,https://www.imdb.com/title/tt13056008/?ref_=adv_li_tt,5.3,R,-2021,2021
Home Team,https://www.imdb.com/title/tt14592064/?ref_=adv_li_tt,6,PG,-2022,2022
Spiral,https://www.imdb.com/title/tt10342730/?ref_=adv_li_tt,5.2,R,-2021,2021
The Lodge,https://www.imdb.com/title/tt7347846/?ref_=adv_li_tt,6,R,-2019,2019
Possessor,https://www.imdb.com/title/tt5918982/?ref_=adv_li_tt,6.5,R,-2020,2020
The King's Daughter,https://www.imdb.com/title/tt2328678/?ref_=adv_li_tt,5.1,PG,-2022,2022
Jujutsu Kaisen 0: The Movie,https://www.imdb.com/title/tt14331144/?ref_=adv_li_tt,7.8,PG-13,-2021,2021
Don't Breathe 2,https://www.imdb.com/title/tt6246322/?ref_=adv_li_tt,6,R,-2021,2021
The Dead Don't Die,https://www.imdb.com/title/tt8695030/?ref_=adv_li_tt,5.4,R,-2019,2019
The Storied Life of A.J. Fikry,https://www.imdb.com/title/tt10643926/?ref_=adv_li_tt,6.2,PG-13,-2022,2022
The Woman in the Window,https://www.imdb.com/title/tt6111574/?ref_=adv_li_tt,5.7,R,-2021,2021
Last Looks,https://www.imdb.com/title/tt9244554/?ref_=adv_li_tt,5.8,R,2021,2021
Space Jam: A New Legacy,https://www.imdb.com/title/tt3554046/?ref_=adv_li_tt,4.5,PG,-2021,2021
Unhinged,https://www.imdb.com/title/tt10059518/?ref_=adv_li_tt,6,R,2020,2020
Just Mercy,https://www.imdb.com/title/tt4916630/?ref_=adv_li_tt,7.6,PG-13,-2019,2019
You Should Have Left,https://www.imdb.com/title/tt8201852/?ref_=adv_li_tt,5.4,R,-2020,2020
The Call of the Wild,https://www.imdb.com/title/tt7504726/?ref_=adv_li_tt,6.7,PG,-2020,2020
Till Death,https://www.imdb.com/title/tt11804152/?ref_=adv_li_tt,5.8,R,2021,2021
My Best Friend's Exorcism,https://www.imdb.com/title/tt7830806/?ref_=adv_li_tt,5.3,R,-2022,2022
Motherless Brooklyn,https://www.imdb.com/title/tt0385887/?ref_=adv_li_tt,6.8,R,-2019,2019
Countdown,https://www.imdb.com/title/tt10039344/?ref_=adv_li_tt,5.4,PG-13,2019,2019
Kimi,https://www.imdb.com/title/tt14128670/?ref_=adv_li_tt,6.3,R,-2022,2022
Chaos Walking,https://www.imdb.com/title/tt2076822/?ref_=adv_li_tt,5.7,PG-13,-2021,2021
Monster Hunter,https://www.imdb.com/title/tt6475714/?ref_=adv_li_tt,5.2,PG-13,2020,2020
Devil's Workshop,https://www.imdb.com/title/tt12444934/?ref_=adv_li_tt,4.5,R,-2022,2022
Green Lantern: Beware My Power,https://www.imdb.com/title/tt20192230/?ref_=adv_li_tt,6.1,PG-13,-2022,2022
Pokémon Detective Pikachu,https://www.imdb.com/title/tt5884052/?ref_=adv_li_tt,6.5,PG,-2019,2019
Fatman,https://www.imdb.com/title/tt10310140/?ref_=adv_li_tt,5.9,R,-2020,2020
Ammonite,https://www.imdb.com/title/tt7983894/?ref_=adv_li_tt,6.5,R,-2020,2020
To Leslie,https://www.imdb.com/title/tt8129806/?ref_=adv_li_tt,7,R,-2022,2022
Firebird,https://www.imdb.com/title/tt4061620/?ref_=adv_li_tt,7.1,R,2021,2021
Richard Jewell,https://www.imdb.com/title/tt3513548/?ref_=adv_li_tt,7.5,R,-2019,2019
American Underdog,https://www.imdb.com/title/tt11729298/?ref_=adv_li_tt,7.1,PG,-2021,2021
Tom and Jerry,https://www.imdb.com/title/tt1361336/?ref_=adv_li_tt,5.2,PG,2021,2021
Coming 2 America,https://www.imdb.com/title/tt6802400/?ref_=adv_li_tt,5.3,PG-13,-2021,2021
The Informer,https://www.imdb.com/title/tt1833116/?ref_=adv_li_tt,6.6,R,-2019,2019
Mistletoe Mixup,https://www.imdb.com/title/tt14253138/?ref_=adv_li_tt,5.8,PG,-2021,2021
The Poison Rose,https://www.imdb.com/title/tt5862166/?ref_=adv_li_tt,4.7,R,-2019,2019
The Vault,https://www.imdb.com/title/tt9742794/?ref_=adv_li_tt,6.4,R,-2021,2021
The Immaculate Room,https://www.imdb.com/title/tt13698942/?ref_=adv_li_tt,5.1,R,-2022,2022
Paranormal Activity: Next of Kin,https://www.imdb.com/title/tt10515988/?ref_=adv_li_tt,5.2,R,-2021,2021
Palmer,https://www.imdb.com/title/tt6857376/?ref_=adv_li_tt,7.2,R,-2021,2021
Wolf,https://www.imdb.com/title/tt10698174/?ref_=adv_li_tt,5.5,R,2021,2021
Mother/Android,https://www.imdb.com/title/tt13029044/?ref_=adv_li_tt,4.9,R,-2021,2021
I Care a Lot,https://www.imdb.com/title/tt9893250/?ref_=adv_li_tt,6.3,R,-2020,2020
Pixie,https://www.imdb.com/title/tt10831086/?ref_=adv_li_tt,5.9,R,-2020,2020
PAW Patrol: The Movie,https://www.imdb.com/title/tt11832046/?ref_=adv_li_tt,6.1,G,-2021,2021
The Swimmers,https://www.imdb.com/title/tt8745676/?ref_=adv_li_tt,7.6,PG-13,-2022,2022
Resistance,https://www.imdb.com/title/tt6914122/?ref_=adv_li_tt,6.5,R,-2020,2020
Dual,https://www.imdb.com/title/tt9005184/?ref_=adv_li_tt,5.8,R,-2022,2022
Shadow in the Cloud,https://www.imdb.com/title/tt9691136/?ref_=adv_li_tt,5,R,-2020,2020
Without Remorse,https://www.imdb.com/title/tt0499097/?ref_=adv_li_tt,5.8,R,2021,2021
Copshop,https://www.imdb.com/title/tt5748448/?ref_=adv_li_tt,6.2,R,-2021,2021
Good Boys,https://www.imdb.com/title/tt6977338/?ref_=adv_li_tt,6.7,R,-2019,2019
Demon Slayer the Movie: Mugen Train,https://www.imdb.com/title/tt11032374/?ref_=adv_li_tt,8.2,R,-2020,2020
Escape Room: Tournament of Champions,https://www.imdb.com/title/tt9844522/?ref_=adv_li_tt,5.7,PG-13,-2021,2021
Maleficent: Mistress of Evil,https://www.imdb.com/title/tt4777008/?ref_=adv_li_tt,6.6,PG,-2019,2019
Official Secrets,https://www.imdb.com/title/tt5431890/?ref_=adv_li_tt,7.3,R,-2019,2019
Cyrano,https://www.imdb.com/title/tt12889404/?ref_=adv_li_tt,6.4,PG-13,-2021,2021
How to Train Your Dragon: The Hidden World,https://www.imdb.com/title/tt2386490/?ref_=adv_li_tt,7.4,PG,-2019,2019
Fantasy Island,https://www.imdb.com/title/tt0983946/?ref_=adv_li_tt,4.9,PG-13,-2020,2020
One Way,https://www.imdb.com/title/tt13075730/?ref_=adv_li_tt,3.9,R,2022,2022
Slayers,https://www.imdb.com/title/tt9365800/?ref_=adv_li_tt,3,R,-2022,2022
Crawl,https://www.imdb.com/title/tt8364368/?ref_=adv_li_tt,6.1,R,2019,2019
Sweetheart,https://www.imdb.com/title/tt6560164/?ref_=adv_li_tt,5.8,PG-13,2019,2019
Windfall,https://www.imdb.com/title/tt15033192/?ref_=adv_li_tt,5.7,R,-2022,2022
I See You,https://www.imdb.com/title/tt6079516/?ref_=adv_li_tt,6.8,R,2019,2019
The Eternal Daughter,https://www.imdb.com/title/tt13874422/?ref_=adv_li_tt,6.7,PG-13,-2022,2022
Infinite Storm,https://www.imdb.com/title/tt14060232/?ref_=adv_li_tt,5.2,R,-2022,2022
Rebecca,https://www.imdb.com/title/tt2235695/?ref_=adv_li_tt,6,PG-13,2020,2020
Midnight in the Switchgrass,https://www.imdb.com/title/tt11656220/?ref_=adv_li_tt,4.5,R,-2021,2021
Metal Lords,https://www.imdb.com/title/tt12141112/?ref_=adv_li_tt,6.7,R,-2022,2022
Happening,https://www.imdb.com/title/tt13880104/?ref_=adv_li_tt,7.4,R,-2021,2021
The Colony,https://www.imdb.com/title/tt6506264/?ref_=adv_li_tt,5.4,R,-2021,2021
Kate,https://www.imdb.com/title/tt7737528/?ref_=adv_li_tt,6.2,R,2021,2021
The Duke,https://www.imdb.com/title/tt11204094/?ref_=adv_li_tt,6.9,R,-2020,2020
The Lego Movie 2: The Second Part,https://www.imdb.com/title/tt3513498/?ref_=adv_li_tt,6.6,PG,-2019,2019
Annabelle Comes Home,https://www.imdb.com/title/tt8350360/?ref_=adv_li_tt,5.9,R,-2019,2019
